"search-number","evaluation","evals-requested-so-far","density*","probability-of-spread*","south-wind-speed*","west-wind-speed*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","211","220","73","55","9","10","""1080932658""","2.412023141502458","2.412023141502458","2.412023141502458","0","2.412023141502458"
"1","212","220","73","55","9","10","""35249857""","2.0454892382842313","2.0454892382842313","2.0454892382842313","0","2.0454892382842313"
"1","213","220","73","55","9","10","""-468996246""","2.5986734804827663","2.5986734804827663","2.5986734804827663","0","2.5986734804827663"
"1","214","220","73","55","9","10","""955396756""","2.119126928471248","2.119126928471248","2.119126928471248","0","2.119126928471248"
"1","215","220","73","55","9","10","""1779738348""","2.1716310195512403","2.1716310195512403","2.1716310195512403","0","2.1716310195512403"
"1","216","220","73","55","9","10","""332040492""","2.1367427808306148","2.1367427808306148","2.1367427808306148","0","2.1367427808306148"
"1","217","220","73","55","9","10","""-709880737""","2.3320365432530488","2.3320365432530488","2.3320365432530488","0","2.3320365432530488"
"1","218","220","73","55","9","10","""1004669070""","2.28251601477951","2.28251601477951","2.28251601477951","0","2.28251601477951"
"1","219","220","73","55","9","10","""67405491""","2.2676967145523195","2.2676967145523195","2.2676967145523195","0","2.2676967145523195"
"1","220","220","73","55","9","10","""1226834344""","2.690837610571148","2.690837610571148","2.690837610571148","0","2.690837610571148"
"1","221","230","86","78","9","24","""1324891474""","36.17420373293713","36.17420373293713","36.17420373293713","0","36.17420373293713"
"1","222","230","86","78","9","24","""1058593397""","35.87932412588062","35.87932412588062","35.87932412588062","0","35.87932412588062"
"1","223","230","86","78","9","24","""-1146046660""","36.591052066757946","36.591052066757946","36.591052066757946","0","36.591052066757946"
"1","224","230","86","78","9","24","""-1856921385""","36.367340135928444","36.367340135928444","36.367340135928444","0","36.367340135928444"
"1","225","230","86","78","9","24","""-1606192137""","36.44225971577994","36.44225971577994","36.44225971577994","0","36.44225971577994"
"1","226","230","86","78","9","24","""-108002522""","36.048842042755346","36.048842042755346","36.048842042755346","0","36.048842042755346"
"1","227","230","86","78","9","24","""-733928544""","36.432672717169844","36.432672717169844","36.432672717169844","0","36.432672717169844"
"1","228","230","86","78","9","24","""-1242192147""","36.3894034827714","36.3894034827714","36.3894034827714","0","36.3894034827714"
"1","229","230","86","78","9","24","""884906917""","36.19780585721421","36.19780585721421","36.19780585721421","0","36.19780585721421"
"1","230","230","86","78","9","24","""-1064025353""","36.363804966709324","36.363804966709324","36.363804966709324","0","36.363804966709324"
"1","231","240","74","75","5","24","""-1505876701""","26.433436799448177","26.433436799448177","26.433436799448177","0","26.433436799448177"
